Type,FiscalYear,OperationID,StartDate1,EndDate1,StartDate2,EndDate2,InProgressDate,Cost,CostCalculated,ApproxPageNumber,Appendix,Offset,FileVolume,FilePart
Operation,1938,19848703844246121,,,,,,"$4,775.16",no,343,No,1428770,,I
Operation,1938,19848703844246117,"July 28, 1937","August 16, 1937",,,,"$8,96",no,327,No,1366866,,I
Operation,1938,19848703844246111,,,,,,,no,315,No,1317350,,I
Operation,1938,19848703844246109,April 11,April 16,,,,"$49,790",no,314,No,1315239,,I
Operation,1938,19848703844246135,,"July 9, 1937",,,,,no,393,No,1622766,,I
Operation,1938,19848703844246137,"July 1, 1937","December 7, 1937",,,,"$49,144.54",no,422,No,1750086,,I
Operation,1938,19848703844246131,,"July 19, 1937",,,,"$5,795.76",no,367,No,1530560,,I
Operation,1938,19848703844246133,"August 18, 1937",,,,,"$91,409.63",no,386,No,1595449,,I
Operation,1938,19848703844246129,,,,,,"$51,375.16",no,365,No,1518368,,I
Operation,1938,19848703844246123,,"July 24, 1937",,,,"$7,534.92",no,347,No,1445445,,I
Operation,1938,19848703844246125,,"July 7, 1937",,,,"$3,421.55",no,349,No,1452401,,I
Operation,1938,19848703844246505,,,,,,,no,841,No,3449385,,I
Operation,1938,19848703844246507,,,,,,,no,841,No,3449370,,I
Operation,1938,19848703844246506,,,,,,,no,841,No,3449340,,I
Operation,1938,19848703844246083,,,,,,"$44,359,317.28",no,301,No,1264817,,I
Operation,1938,19848703844246079,,,,,,,no,301,No,1264523,,I
Operation,1938,19848703844246081,,,,,,,no,301,No,1264629,,I
Operation,1938,19848703844246074,"June 13, 1938","June 30, 1938",,,,,no,301,No,1262547,,I
Operation,1938,19848703844246077,,,,,,,no,301,No,1264376,,I
Operation,1938,19848703844246103,,,,,,"$79,276.28",no,314,No,1312821,,I
Operation,1938,19848703844246094,,,,,,,no,307,No,1285390,,I
Operation,1938,19848703844246501,,,,,,,no,841,No,3446512,,I
Operation,1938,19848703844246090,,,,,,,no,306,No,1283901,,I
Operation,1938,19848703844246182,,,,,,,no,463,No,1919210,,I
Operation,1938,19848703844246184,,,,,,,no,463,No,1919475,,I
Operation,1938,19848703844246179,,,,,,"$4,882,779.94",no,463,No,1918133,,I
Operation,1938,19848703844246175,,,,,,"$115,891.30",no,462,No,1917071,,I
Operation,1938,19848703844246177,"April 8, 1938","May 27, 1938",,,,"$17,504.52",no,462,No,1917312,,I
Operation,1938,19848703844246171,,,,,,"$136,566.01",no,462,No,1916572,,I
Operation,1938,19848703844246173,"July 9, 1937","September 10, 1937",,,,"$25,558.28",no,462,No,1916816,,I
Operation,1938,19848703844246392,,,,,,,no,660,No,2711507,,I
Operation,1938,19848703844246198,"December 13, 1937","March 31, 1938",,,,"$9,608.47",no,474,No,1963491,,I
Operation,1938,19848703844246200,,,,,,"$81,567.23",no,478,No,1977603,,I
Operation,1938,19848703844246194,"October 21, 1937","November 19, 1937",,,,"$10,441.73",no,470,No,1948036,,I
Operation,1938,19848703844246196,,,,,,"$1,623",no,474,No,1963245,,I
Operation,1938,19848703844246190,,,,,,,no,469,No,1943579,,I
Operation,1938,19848703844246192,"August 2, 1937","August 24, 1937",,,,"$8,454.37",no,470,No,1947798,,I
Operation,1938,19848703844246186,,,,,,"$7,369.58",no,465,No,1926940,,I
Operation,1938,19848703844246188,,,,,,,no,466,No,1933051,,I
Operation,1938,19848703844246150,"October 13, 1937","December 17, 1937",,,,"$26,358.13",no,431,No,1787079,,I
Operation,1938,19848703844246152,,,,,,,no,433,No,1793415,,I
Operation,1938,19848703844246148,,,,,,,no,430,No,1783910,,I
Operation,1938,19848703844246143,"February 1, 1938","February 15, 1938",,,,"$1,199.78",no,422,No,1750647,,I
Operation,1938,19848703844246145,"April 21, 1938","June 28, 1938",,,,"$33,371.95",no,424,No,1760673,,I
Operation,1938,19848703844246453,,,,,,,no,726,No,2972923,,I
Operation,1938,19848703844246139,"August 1, 1937","August 10, 1937",,,,$833.64,no,422,No,1750302,,I
Operation,1938,19848703844246141,August 11,August 25,,,,"$1,495.24",no,422,No,1750455,,I
Operation,1938,19848703844246454,,,,,,,no,726,No,2972951,,I
Operation,1938,19848703844246169,"April 1, 1938","May 12, 1938",,,,"$4,183.03",no,456,No,1892490,,I
Operation,1938,19848703844246429,,,,,,,no,711,No,2913609,,I
Operation,1938,19848703844246163,,,,,,"$36,292.17",no,445,No,1843879,,I
Operation,1938,19848703844246431,,,,,,,no,711,No,2913940,,I
Operation,1938,19848703844246165,,,,,,"$70,734.57",no,445,No,1845471,,I
Operation,1938,19848703844246158,,,,,,,no,437,No,1809672,,I
Operation,1938,19848703844246160,"July 1, 1937","August 21, 1937",,,,"$11,060.60",no,441,No,1825571,,I
Operation,1938,19848703844246154,"July 12, 1937","August 28, 1937",,,,"$38,800",no,434,No,1797415,,I
Operation,1938,19848703844246156,,,,,,,no,435,No,1802653,,I
Operation,1938,20987459995101555,,,,,,"$78,245.52",no,1701,No,3058183,2,I
Operation,1938,20987459995101561,,,,,,"$59,570.18",no,1709,No,3095708,2,I
Operation,1938,20987459995101559,,,,,,"$7,914.98",no,1701,No,3058708,2,I
Operation,1938,20987459995101549,,,,,,"$11,252.38",no,1690,No,3011360,2,I
Operation,1938,20987459995101547,,,,,,"$11,433.13",no,1688,No,3003325,2,I
Operation,1938,20987459995101553,,,,,,"$4,554.34",no,1701,No,3057967,2,I
Operation,1938,20987459995101551,,,,,,"$13,900",no,1692,No,3020149,2,I
Operation,1938,20987459995101541,,,,,,,no,1683,No,2983865,2,I
Operation,1938,20987459995101538,,,,,,,no,1681,No,2974800,2,I
Operation,1938,20987459995101545,,,,,,"$35,000",no,1686,No,2994603,2,I
Operation,1938,20987459995101543,,,,,,"$11,000",no,1684,No,2989369,2,I
Operation,1938,20987459995101532,,,,,,,no,1672,No,2940260,2,I
Operation,1938,20987459995101530,,,,,,,no,1658,No,2873397,2,I
Operation,1938,20987459995101536,,,,,,"$26,031.78",no,1678,No,2963415,2,I
Operation,1938,20987459995101534,,,,,,,no,1675,No,2953641,2,I
Operation,1938,20987459995101175,,,,,,,no,1035,No,100583,2,I
Operation,1938,20987459995101525,"March '21, 1938","May 6, 1938",,,,"$1,221.646.88",no,1648,No,2832005,2,I
Operation,1938,20987459995101173,,,,,,,no,1035,No,99388,2,I
Operation,1938,20987459995101522,,,,,,,no,1648,No,2830569,2,I
Operation,1938,20987459995101171,,,,,,,no,1032,No,86986,2,I
Operation,1938,20987459995101169,,,,,,,no,1032,No,86626,2,I
Operation,1938,20987459995101527,,,,,,,no,1651,No,2841658,2,I
Operation,1938,20987459995101167,,,,,,,no,1032,No,86237,2,I
Operation,1938,20987459995101516,,,,,,"$22,408.65",no,1632,No,2759984,2,I
Operation,1938,20987459995101165,,,,,,,no,1032,No,86149,2,I
Operation,1938,20987459995101514,,,,,,"$3,041.52",no,1629,No,2748095,2,I
Operation,1938,20987459995101163,,,,,,,no,1031,No,83859,2,I
Operation,1938,20987459995101520,February 23,March 19,,,,"$25,000",no,1644,No,2811788,2,I
Operation,1938,20987459995101161,,,,,,,no,1031,No,82667,2,I
Operation,1938,20987459995101518,,,,,,"$18,776.25",no,1636,No,2776987,2,I
Operation,1938,20987459995101159,,,,,,,no,1030,No,81248,2,I
Operation,1938,20987459995101508,,,,,,"$144,237.09",no,1615,No,2688467,2,I
Operation,1938,20987459995101157,,,,,,,no,1030,No,79524,2,I
Operation,1938,20987459995101506,,,,,,"$74,191.07",no,1608,No,2661548,2,I
Operation,1938,20987459995101155,,,,,,,no,1027,No,64947,2,I
Operation,1938,20987459995101512,,,,,,"$5,844.71",no,1627,No,2739845,2,I
Operation,1938,20987459995101153,,,,,,,no,1027,No,64582,2,I
Operation,1938,20987459995101510,,,,,,"$15,085.89",no,1624,No,2729545,2,I
Operation,1938,20987459995101151,,,,,,,no,1027,No,64463,2,I
Operation,1938,20987459995101500,,,,,,"$19,645.84",no,1602,No,2635279,2,I
Operation,1938,20987459995101498,,,,,,"$14,213.98",no,1595,No,2608825,2,I
Operation,1938,20987459995101504,,September 1937,,,,"$100,000",no,1608,No,2661328,2,I
Operation,1938,20987459995101502,,,,,,"$79,323.55",no,1608,No,2661033,2,I
Operation,1938,20987459995101620,,,,,,,no,1787,No,3412040,2,I
Operation,1938,20987459995101618,,,,,,"$33,827.46",no,1787,No,3411755,2,I
Operation,1938,20987459995101624,,,,,,"$10,015.66",no,1788,No,3414718,2,I
Operation,1938,20987459995101622,,,,,,,no,1787,No,3412109,2,I
Operation,1938,20987459995101612,,,,,,,no,1786,No,3408676,2,I
Operation,1938,20987459995101610,,,,,,$37.16,no,1786,No,3408242,2,I
Operation,1938,20987459995101616,,,,,,"$18,545.96",no,1787,No,3411622,2,I
Operation,1938,20987459995101614,,,,,,,no,1786,No,3408739,2,I
Operation,1938,20987459995101604,,,,,,,no,1785,No,3404094,2,I
Operation,1938,20987459995101602,,,,,,"$67,677.28",no,1785,No,3403658,2,I
Operation,1938,20987459995101608,,,,,,"$8,508.41",no,1786,No,3408113,2,I
Operation,1938,20987459995101606,,,,,,,no,1785,No,3404163,2,I
Operation,1938,20987459995101596,,,,,,"$12,586.30",no,1776,No,3371122,2,I
Operation,1938,20987459995101594,,,,,,,no,1938,No,3364715,2,I
Operation,1938,20987459995101600,,,,,,"$61,555.58",no,1785,No,3403523,2,I
Operation,1938,20987459995101598,,,,,,,no,1776,No,3371463,2,I
Operation,1938,20987459995101588,,,,,,$831.95,no,1764,No,3322784,2,I
Operation,1938,20987459995101586,,,,,,,no,1756,No,3289586,2,I
Operation,1938,20987459995101592,,,,,,"$91,373.79",no,1938,No,3364231,2,I
Operation,1938,20987459995101590,,,,,,,no,1769,No,3342547,2,I
Operation,1938,20987459995101580,,,,,,,no,1748,No,3258811,2,I
Operation,1938,20987459995101578,,,,,,"$15,000",no,1743,No,3237713,2,I
Operation,1938,20987459995101584,,,,,,"$21,883.16",no,1756,No,3288382,2,I
Operation,1938,20987459995101582,,,,,,"$51,992.56",no,1748,No,3258890,2,I
Operation,1938,20987459995101571,,,,,,"$155,019.65",no,1730,No,3184244,2,I
Operation,1938,20987459995101576,,,,,,,no,1740,No,3226335,2,I
Operation,1938,20987459995101574,,,,,,"$610,957.05",no,1733,No,3198297,2,I
Operation,1938,20987459995101565,,,,,,$996,no,1709,No,3096156,2,I
Operation,1938,20987459995101563,,,,,,"$16,239.77",no,1709,No,3096048,2,I
Operation,1938,20987459995101569,,,,,,"$14,798.24",no,1715,No,3117872,2,I
Operation,1938,20987459995101567,,,,,,"$38,412.84",no,1714,No,3117534,2,I
Operation,1938,20987459995101429,,,,,,"$15,345.79",no,1489,No,2161961,2,I
Operation,1938,20987459995101427,,,,,,"$11,892.43",no,1485,No,2145370,2,I
Operation,1938,20987459995101433,,,,,,"$17,057.74",no,1494,No,2182406,2,I
Operation,1938,20987459995101431,,,,,,"$10,080.81",no,1491,No,2172609,2,I
Operation,1938,20987459995101421,,,,,,"$19,109.58",no,1479,No,2121564,2,I
Operation,1938,20987459995101419,,,,,,"$7,067.66",no,1479,No,2121021,2,I
Operation,1938,20987459995101425,,,,,,,no,1482,No,2132709,2,I
Operation,1938,20987459995101423,,,,,,"$26,410.21",no,1482,No,2132582,2,I
Operation,1938,20987459995101413,,,,,,"$21,145.50",no,1471,No,2089942,2,I
Operation,1938,20987459995101411,,,,,,"$6,260.35",no,1469,No,2078992,2,I
Operation,1938,20987459995101417,,,,,,"$6,234.28",no,1476,No,2109266,2,I
Operation,1938,20987459995101415,,,,,,"$42,028.64",no,1474,No,2098868,2,I
Operation,1938,20987459995101405,,,,,,"$11,407.38",no,1463,No,2055655,2,I
Operation,1938,20987459995101403,,,,,,"$6,666.54",no,1460,No,2043298,2,I
Operation,1938,20987459995101409,,,,,,"$2,941.88",no,1466,No,2067953,2,I
Operation,1938,20987459995101240,,,,,,,no,1120,No,497321,2,I
Operation,1938,20987459995101407,,,,,,,no,1463,No,2055814,2,I
Operation,1938,20987459995101397,,,,,,"$68,928.69",no,1454,No,2020495,2,I
Operation,1938,20987459995101395,,,,,,"$9,169.68",no,1451,No,2008262,2,I
Operation,1938,20987459995101298,,,,,,,no,1206,No,885557,2,I
Operation,1938,20987459995101401,,,,,,"$13,130.26",no,1457,No,2032010,2,I
Operation,1938,20987459995101399,,,,,,"$8,667.12",no,1457,No,2031725,2,I
Operation,1938,20987459995101389,,,,,,"$24,424.20",no,1443,No,1971195,2,I
Operation,1938,20987459995101292,,,,,,,no,1199,No,851734,2,I
Operation,1938,20987459995101387,,,,,,"$169,813.74",no,6,No,1950581,2,I
Operation,1938,20987459995101393,,,,,,"$14,665.96",no,1447,No,1990310,2,I
Operation,1938,20987459995101391,,,,,,"$4,584.35",no,1445,No,1982355,2,I
Operation,1938,20987459995101381,,,,,,"$13,772.34",no,1426,No,1894889,2,I
Operation,1938,20987459995101379,,,,,,"$15,931.53",no,1425,No,1894505,2,I
Operation,1938,20987459995101385,,,,,,"$8,899.58",no,6,No,1950296,2,I
Operation,1938,20987459995101280,,,,,,,no,1168,No,700759,2,I
Operation,1938,20987459995101383,,,,,,"$23,221.71",no,1432,No,1919065,2,I
Operation,1938,20987459995101278,,,,,,,no,1168,No,699674,2,I
Operation,1938,20987459995101373,,,,,,,no,1413,No,1842264,2,I
Operation,1938,20987459995101371,,,,,,,no,1409,No,1827727,2,I
Operation,1938,20987459995101377,,,,,,"$6,504.06",no,1416,No,1854823,2,I
Operation,1938,20987459995101375,,,,,,"$38,005.11",no,1413,No,1842351,2,I
Operation,1938,20987459995101493,,,,,,"$117,767.6",no,1587,No,2577792,2,I
Operation,1938,20987459995101491,,July 1937,,,,"$15,713.63",no,1587,No,2577713,2,I
Operation,1938,20987459995101496,,,,,,"$18,400.48",no,1592,No,2595093,2,I
Operation,1938,20987459995101201,,,,,,,no,1045,No,139578,2,I
Operation,1938,20987459995101199,,,,,,,no,1045,No,138133,2,I
Operation,1938,20987459995101485,,,,,,"$19,914.58",no,1577,No,2537106,2,I
Operation,1938,20987459995101197,,,,,,,no,1042,No,125623,2,I
Operation,1938,20987459995101483,,,,,,"$28,078.34",no,1575,No,2527006,2,I
Operation,1938,20987459995101195,,,,,,,no,1042,No,124537,2,I
Operation,1938,20987459995101489,,,,,,"$48,626.69",no,1587,No,2577288,2,I
Operation,1938,20987459995101193,,,,,,,no,1041,No,123291,2,I
Operation,1938,20987459995101487,,,,,,"$2,445.99",no,1584,No,2564497,2,I
Operation,1938,20987459995101191,,,,,,,no,1040,No,118081,2,I
Operation,1938,20987459995101189,,,,,,,no,1040,No,115984,2,I
Operation,1938,20987459995101475,"June 13, 1938",,,,,,no,1557,No,2452228,2,I
Operation,1938,20987459995101187,,,,,,,no,,No,114809,2,I
Operation,1938,20987459995101185,,,,,,,no,1038,No,110326,2,I
Operation,1938,20987459995101183,,,,,,,no,1038,No,110134,2,I
Operation,1938,20987459995101181,,,,,,,no,1037,No,104795,2,I
Operation,1938,20987459995101179,,,,,,,no,1037,No,104680,2,I
Operation,1938,20987459995101473,"June 3, 1938",,,,,,no,1551,No,2429295,2,I
Operation,1938,20987459995101177,,,,,,,no,1036,No,101951,2,I
Operation,1938,20987459995101471,"July 12, 1937","August 7, 1937",,,,,no,1543,No,2399378,2,I
Operation,1938,20987459995101239,,,,,,,no,1120,No,497288,2,I
Operation,1938,20987459995101237,,,,,,,no,1120,No,496969,2,I
Operation,1938,20987459995101236,,,,,,,no,1120,No,496939,2,I
Operation,1938,20987459995101459,,,,,,,no,1532,No,2348690,2,I
Operation,1938,20987459995101451,,,,,,"$35,316.23",no,1522,No,2296644,2,I
Operation,1938,20987459995101457,August 2,August 26,,,,,no,1532,No,2348561,2,I
Operation,1938,20987459995101455,"July 6, 1937","August 26, 1937",,,,,no,1532,No,2348357,2,I
Operation,1938,20987459995101445,,,,,,$262,no,1517,No,2275319,2,I
Operation,1938,20987459995101443,,,,,,"$91,621.09",no,1517,No,2275141,2,I
Operation,1938,20987459995101449,,,,,,$539.36,no,1522,No,2296488,2,I
Operation,1938,20987459995101447,,,,,,"$209,299.34",no,1519,No,2285644,2,I
Operation,1938,20987459995101437,,,,,,"$5,281.35",no,1498,No,2199921,2,I
Operation,1938,20987459995101435,,,,,,"$7,411.90",no,1496,No,2190719,2,I
Operation,1938,20987459995101441,,,,,,"$15,982.08",no,1511,No,2253581,2,I
Operation,1938,20987459995101208,,,,,,,no,1056,No,198875,2,I
Operation,1938,20987459995101439,,,,,,"$2,744.71",no,1502,No,2215200,2,I
Operation,1938,20987459995101812,,,,,,,no,2019,No,4488794,2,I
Operation,1938,20987459995101810,,,,,,,no,2019,No,4488604,2,I
Operation,1938,20987459995101816,,,,,,,no,2019,No,4489701,2,I
Operation,1938,20987459995101905,,,,,,,no,2055,No,4653596,2,I
Operation,1938,20987459995101814,,,,,,,no,2019,No,4488816,2,I
Operation,1938,20987459995101903,,,,,,,no,2055,No,4653275,2,I
Operation,1938,20987459995101805,,,,,,,no,2019,No,4488467,2,I
Operation,1938,20987459995101901,,,,,,,no,2054,No,4652826,2,I
Operation,1938,20987459995101802,,,,,,,no,2019,No,4488373,2,I
Operation,1938,20987459995101899,,,,,,,no,2054,No,4652715,2,I
Operation,1938,20987459995101897,,,,,,,no,2054,No,4652616,2,I
Operation,1938,20987459995101807,,,,,,,no,2019,No,4488592,2,I
Operation,1938,20987459995101895,,,,,,,no,2054,No,4652001,2,I
Operation,1938,20987459995101893,,,,,,,no,2054,No,4651830,2,I
Operation,1938,20987459995101795,December 18,December 22,,,,,no,2018,No,4487026,2,I
Operation,1938,20987459995101891,,,,,,,no,2054,No,4651657,2,I
Operation,1938,20987459995101800,,,,,,,no,2019,No,4488035,2,I
Operation,1938,20987459995101889,,,,,,,no,2054,No,4651361,2,I
Operation,1938,20987459995101798,,,,,,,no,2019,No,4487757,2,I
Operation,1938,20987459995101887,,,,,,,no,2054,No,4651005,2,I
Operation,1938,20987459995101788,,,,,,,no,2015,No,4475372,2,I
Operation,1938,20987459995101885,,,,,,,no,2054,No,4650769,2,I
Operation,1938,20987459995101786,,,,,,,no,2015,No,4475093,2,I
Operation,1938,20987459995101883,,,,,,,no,2054,No,4650604,2,I
Operation,1938,20987459995101792,,,,,,,no,2018,No,4485550,2,I
Operation,1938,20987459995101790,,,,,,,no,2016,No,4480308,2,I
Operation,1938,20987459995101943,,,,,,,no,2071,No,4746486,2,I
Operation,1938,20987459995101780,,,,,,,no,1998,No,4391928,2,I
Operation,1938,20987459995101784,,,,,,,no,2015,No,4475019,2,I
Operation,1938,20987459995101782,May,June,,,,"$18,486.40",no,2006,No,4436021,2,I
Operation,1938,20987459995101772,,,,,,"$1,962.15",no,1997,No,4389218,2,I
Operation,1938,20987459995101770,,,,,,"$222,041.46",no,1997,No,4388884,2,I
Operation,1938,20987459995101774,,,,,,,no,1998,No,4391317,2,I
Operation,1938,20987459995101764,,,,,,"$2,332.09",no,1996,No,4386780,2,I
Operation,1938,20987459995101762,,,,,,"$2,074.12",no,1996,No,4386604,2,I
Operation,1938,20987459995101768,,,,,,"$337,002.17",no,1997,No,4387525,2,I
Operation,1938,20987459995101766,,,,,,"$453,959.05",no,1997,No,4387283,2,I
Operation,1938,20987459995101756,,,,,,"$1,020.80",no,1921,No,3959104,2,I
Operation,1938,20987459995101754,,,,,,,no,1914,No,3935026,2,I
Operation,1938,20987459995101760,,,,,,"$23,396.01",no,1996,No,4386355,2,I
Operation,1938,20987459995101758,,,,,,"$4,080.81",no,1992,No,4367919,2,I
Operation,1938,20987459995101876,,,,,,"$4,675,334.01",no,2053,No,4647656,2,I
Operation,1938,20987459995101874,,,,,,"$48,136.99",no,2052,No,4645916,2,I
Operation,1938,20987459995101880,,,,,,"$1,123,411.99",no,2053,No,4648545,2,I
Operation,1938,20987459995101878,,,,,,"$8,086.37",no,2053,No,4648227,2,I
Operation,1938,20987459995101868,,,,,,,no,2051,No,4641900,2,I
Operation,1938,20987459995101866,,,,,,"$80,728.95",no,2051,No,4641509,2,I
Operation,1938,20987459995101872,,,,,,"$145,686.46",no,2052,No,4645178,2,I
Operation,1938,20987459995101870,,,,,,"$273,800.80",no,2052,No,4644478,2,I
Operation,1938,20987459995101860,,,,,,"$412,984.61",no,2051,No,4640593,2,I
Operation,1938,20987459995101858,,,,,,"$192,631.52",no,2051,No,4640202,2,I
Operation,1938,20987459995101864,,,,,,"$8,075.61",no,2051,No,4641242,2,I
Operation,1938,20987459995101862,,,,,,"$81,680.93",no,2051,No,4641170,2,I
Operation,1938,20987459995101852,,,,,,"$47,245.31",no,2050,No,4638899,2,I
Operation,1938,20987459995101850,,,,,,,no,2050,No,4638547,2,I
Operation,1938,20987459995101856,,,,,,"$21,355.32",no,2051,No,4639605,2,I
Operation,1938,20987459995101854,,,,,,"$17,606.03",no,2051,No,4639437,2,I
Operation,1938,20987459995101844,,,,,,,no,2050,No,4636710,2,I
Operation,1938,20987459995101842,,,,,,"$1,031,931.09",no,2049,No,4635383,2,I
Operation,1938,20987459995101848,,,,,,"$54,439.22",no,2050,No,4637047,2,I
Operation,1938,20987459995101846,,,,,,"$60,771.21",no,2050,No,4636845,2,I
Operation,1938,20987459995101837,,,,,,,no,2020,No,4494555,2,I
