Type,FiscalYear,OperationID,StartDate1,EndDate1,StartDate2,EndDate2,InProgressDate,Cost,CostCalculated,ApproxPageNumber,Appendix,Offset,FileVolume,FilePart
Operation,1942,15498417744615058,,,,,,,no,301,No,1231432,1,1
Operation,1942,15498417744614840,April 1943,May 1943,,,,,no,95,No,407012,1,1
Operation,1942,15498417744615864,,,,,,"$17,345.46",no,257,No,1053170,1,1
Operation,1942,15498417744614838,,,,,,,no,91,No,392945,1,1
Operation,1942,15498417744615862,"October 7, 1940",,,,,"$159,423.46",no,257,No,1052947,1,1
Operation,1942,15498417744614812,,,,,,,no,68,No,301451,1,1
Operation,1942,15498417744615836,"May 22, 1942","June 30, 1942",,,,"$40,179.87",no,226,No,934535,1,1
Operation,1942,15498417744614810,,,,,,,no,68,No,301325,1,1
Operation,1942,15498417744615834,"May 17, 1941",,,,,"$312,853.11",no,226,No,933989,1,1
Operation,1942,15498417744615034,,,,,,,no,299,No,1226909,1,1
Operation,1942,15498417744614816,,,,,,,no,78,No,339730,1,1
Operation,1942,15498417744615033,,,,,,,no,299,No,1226857,1,1
Operation,1942,15498417744614814,May 1943,June 1943,,,,,no,75,No,330035,1,1
Operation,1942,15498417744615838,"October 1, 1940",,,,,"$385,222.39",no,231,No,952263,1,1
Operation,1942,15498417744615047,,,,,,,no,300,No,1229239,1,1
Operation,1942,15498417744614820,,,,,,,no,79,No,343666,1,1
Operation,1942,15498417744615844,,"December 2, 1941",,,,,no,232,No,955355,1,1
Operation,1942,15498417744614818,,,,,,,no,78,No,339903,1,1
Operation,1942,15498417744615842,,"June 12, 1941",,,,"$3,348.80",no,231,No,954304,1,1
Operation,1942,15498417744615043,,,,,,,no,300,No,1227921,1,1
Operation,1942,15498417744615042,,,,,,,no,300,No,1227887,1,1
Operation,1942,15498417744614824,,,,,,,no,81,No,351860,1,1
Operation,1942,15498417744615848,"March 3, 1941",,,,,"$798,684.14",no,245,No,1004580,1,1
Operation,1942,15498417744615040,,,,,,,no,300,No,1227823,1,1
Operation,1942,15498417744614822,,,,,,,no,81,No,351560,1,1
Operation,1942,15498417744614797,"February 25, 1942","June 30, 1942",,,,"$146,246.96",no,54,No,230097,1,1
Operation,1942,15498417744615820,,"November 3, 1941",,,,,no,176,No,742024,1,1
Operation,1942,15498417744614795,"July 18, 1941","August 9, 1941",,,,"$13,553.99",no,54,No,229800,1,1
Operation,1942,15498417744615818,"April 11, 1940","August 22, 1941",,,,"$13,680.98",no,170,No,721957,1,1
Operation,1942,15498417744615082,,,,,,,no,302,No,1235314,1,1
Operation,1942,15498417744614799,,,,,,,no,64,No,283204,1,1
Operation,1942,15498417744615080,,,,,,,no,302,No,1235270,1,1
Operation,1942,15498417744615822,,,,,,,no,176,No,742216,1,1
Operation,1942,15498417744614805,,,,,,,no,66,No,292322,1,1
Operation,1942,15498417744614802,,,,,,,no,64,No,283322,1,1
Operation,1942,15498417744614808,,,,,,,no,66,No,292431,1,1
Operation,1942,15498417744615832,"September 10, 1940",,,,,"$434,060.37",no,226,No,933470,1,1
Operation,1942,15498417744615071,,,,,,,no,301,No,1233633,1,1
Operation,1942,15498417744614781,,,,,,"$268,842.81",no,26,No,123253,1,1
Operation,1942,15498417744615804,"October 10, 1941","December 10, 1941",,,,"$42,814",no,100,No,424991,1,1
Operation,1942,15498417744614779,,,,,,,no,8,No,26376,1,1
Operation,1942,15498417744615802,"August 29, 1941","October 4, 1941",,,,"$14,564.64",no,95,No,405608,1,1
Operation,1942,15498417744615067,,,,,,,no,301,No,1232704,1,1
Operation,1942,15498417744614785,,,,,,"$77,290.97",no,29,No,134543,1,1
Operation,1942,15498417744615066,,,,,,,no,301,No,1232656,1,1
Operation,1942,15498417744615808,"September 12, 1941","October 21, 1941",,,,"$64,082.81",no,106,No,450995,1,1
Operation,1942,15498417744615064,,,,,,,no,301,No,1232585,1,1
Operation,1942,15498417744615806,"August 21, 1941","September 10, 1941",,,,"$17,942.88",no,106,No,450558,1,1
Operation,1942,15498417744615078,,,,,,,no,302,No,1235201,1,1
Operation,1942,15498417744615812,,"December 8, 1941",,,,"$17,442.29",no,116,No,488366,1,1
Operation,1942,15498417744615810,"October 13, 1941","October 16, 1941",,,,,no,116,No,488211,1,1
Operation,1942,15498417744614793,,"September 6, 1941",,,,"$93,531.01",no,45,No,193242,1,1
Operation,1942,15498417744615074,,,,,,,no,301,No,1233751,1,1
Operation,1942,15498417744615816,"December 1, 1941","February 12, 1942",,,,"$19,306.29",no,125,No,521783,1,1
Operation,1942,15498417744615073,,,,,,,no,301,No,1233702,1,1
Operation,1942,15498417744614791,"September 16, 1941","October 9, 1941",,,,"$17,218.09",no,36,No,160856,1,1
Operation,1942,15498417744615814,"August 26, 1941","December 23, 1941",,,,"$20,749.44",no,121,No,506548,1,1
Operation,1942,17611926874041698,,,,,,"$7,034.85",no,1570,No,1903113,2,1
Operation,1942,17611926874041704,"July 1, 1941","July 23, 1941",,,,,no,1585,No,1969904,2,1
Operation,1942,17611926874041702,,,,,,"$7,048.30",no,1573,No,1914312,2,1
Operation,1942,17611926874041692,,,,,,"$37,139.36",no,1555,No,1846300,2,1
Operation,1942,17611926874041690,,,,,,"$336,013.15",no,1549,No,1821205,2,1
Operation,1942,17611926874041696,,,,,,"$5,151.24",no,1565,No,1884425,2,1
Operation,1942,17611926874041694,,,,,,"$9,974.95",no,1563,No,1875327,2,1
Operation,1942,17611926874041716,,,,,,,no,1586,No,1970832,2,1
Operation,1942,17611926874041720,"December 15, 1941","December 22, 1941",,,,"$11,416.91",no,1588,No,1980049,2,1
Operation,1942,17611926874041718,,,,,,"$1,431,142.58",no,1586,No,1970975,2,1
Operation,1942,17611926874041709,"July 1, 1941","March 7, 1942",,,,,no,1586,No,1970412,2,1
Operation,1942,17611926874041706,,,,,,,no,1585,No,1970049,2,1
Operation,1942,17611926874041713,,,,,,,no,1586,No,1970680,2,1
Operation,1942,17611926874041711,"August 20, 1941","June 30, 1942",,,,,no,1586,No,1970512,2,1
Operation,1942,17611926874041668,,,,,,"$53,092.09",no,1523,No,1723239,2,1
Operation,1942,17611926874041666,,1941,,,,"$21,994.27",no,1523,No,1723139,2,1
Operation,1942,17611926874041672,,,,,,"$76,520.49",no,1529,No,1745308,2,1
Operation,1942,17611926874041670,,,,,,"$253,221.31",no,1529,No,1745206,2,1
Operation,1942,17611926874041658,,,,,,"$20,790.10",no,1505,No,1648466,2,1
Operation,1942,17611926874041664,,,,,,"$23,310.35",no,1519,No,1707701,2,1
Operation,1942,17611926874041662,,,,,,"$24,002.86",no,1516,No,1696933,2,1
Operation,1942,17611926874041684,,,,,,"$19,747.40",no,1546,No,1808688,2,1
Operation,1942,17611926874041682,,,,,,"$6,017.03",no,1543,No,1798712,2,1
Operation,1942,17611926874041688,,,,,,"$7,207.24",no,1549,No,1820906,2,1
Operation,1942,17611926874041686,,,,,,"$39,885.12",no,1549,No,1820788,2,1
Operation,1942,17611926874041676,,,,,,"$24,796.39",no,1533,No,1760270,2,1
Operation,1942,17611926874041674,,,,,,"$158,619.23",no,1529,No,1745545,2,1
Operation,1942,17611926874041680,,,,,,"$23,738.95",no,1539,No,1783385,2,1
Operation,1942,17611926874041678,,,,,,"$25,934.72",no,1536,No,1771546,2,1
Operation,1942,17611926874041765,,,,,,"$71,891.39",no,1628,No,2153701,2,1
Operation,1942,17611926874041769,,,,,,"$16,987.46",no,1634,No,2175723,2,1
Operation,1942,17611926874041767,,,,,,,no,1632,No,2165219,2,1
Operation,1942,17611926874041757,,,,,,,no,1603,No,2041704,2,1
Operation,1942,17611926874041754,"August 13, 1941","June 30, 1942",,,,,no,1603,No,2041653,2,1
Operation,1942,17611926874041760,"July 1, 1941",March 1942,,,,,no,1614,No,2089741,2,1
Operation,1942,17611926874041781,,,,,,"$146,970.44",no,,No,2208648,2,1
Operation,1942,17611926874041779,,,,,,"$18,753.16",no,1642,No,2203401,2,1
Operation,1942,17611926874041785,,,,,,,no,1645,No,2214338,2,1
Operation,1942,17611926874041783,,,,,,,no,1645,No,2214215,2,1
Operation,1942,17611926874041773,,,,,,,no,1637,No,2185484,2,1
Operation,1942,17611926874041771,,,,,,,no,1637,No,2185327,2,1
Operation,1942,17611926874041777,,,,,,"$32,631.32",no,1640,No,2196344,2,1
Operation,1942,17611926874041775,,,,,,"$37,061.67",no,1637,No,2185604,2,1
Operation,1942,17611926874041733,"December 22, 1941","January 24, 1942",,,,"$2,803,440.84",no,1592,No,1995318,2,1
Operation,1942,17611926874041731,"November 18, 1941","June 30, 1942",,,,,no,1592,No,1994681,2,1
Operation,1942,17611926874041737,,,,,,,no,1593,No,1998605,2,1
Operation,1942,17611926874041735,,,,,,,no,1592,No,1996626,2,1
Operation,1942,17611926874041724,,,,,,,no,1591,No,1992681,2,1
Operation,1942,17611926874041722,,,,,,,no,1590,No,1987946,2,1
Operation,1942,17611926874041729,"August 4, 1941","September 30, 1941",,,,,no,1591,No,1994393,2,1
Operation,1942,17611926874041726,"September 1941, 1942","June 30, 1942","January, 1942","June 30, 1942",,,no,1591,No,1993873,2,1
Operation,1942,17611926874041748,"July 1, 1941",December 1941,,,,,no,1603,No,2040978,2,1
Operation,1942,17611926874041751,,,,,,,no,1603,No,2041024,2,1
Operation,1942,17611926874041741,,,,,,,no,1600,No,2030601,2,1
Operation,1942,17611926874041739,,,,,,,no,1595,No,2005561,2,1
Operation,1942,17611926874041745,,,,,,"$173,759.73",no,1602,No,2039775,2,1
Operation,1942,17611926874041743,,,,,,,no,1602,No,2038778,2,1
Operation,1942,17611926874041572,,,,,,"$21,477.32",no,1392,No,1167701,2,1
Operation,1942,17611926874041570,,,,,,"$3,825.58",no,1389,No,1155508,2,1
Operation,1942,17611926874041576,,,,,,"$16,701.05",no,1397,No,1190157,2,1
Operation,1942,17611926874041574,,,,,,"$10,757.01",no,1395,No,1180084,2,1
Operation,1942,17611926874041564,,,,,,,no,1381,No,1122981,2,1
Operation,1942,17611926874041562,,,,,,"$1,065.33",no,1381,No,1122931,2,1
Operation,1942,17611926874041568,,,,,,"$5,400.73",no,1385,No,1142213,2,1
Operation,1942,17611926874041566,,,,,,"$5,307.85",no,1383,No,1132280,2,1
Operation,1942,17611926874041588,,,,,,"$5,639.21",no,1414,No,1255308,2,1
Operation,1942,17611926874041586,,,,,,$59.16,no,1407,No,1229057,2,1
Operation,1942,17611926874041592,,,,,,"$8,467.05",no,1419,No,1275851,2,1
Operation,1942,17611926874041590,,,,,,"$22,040.72",no,1416,No,1264811,2,1
Operation,1942,17611926874041580,,,,,,"$4,445.66",no,1401,No,1207394,2,1
Operation,1942,17611926874041578,,,,,,"$9,729.54",no,1399,No,1198835,2,1
Operation,1942,17611926874041584,,,,,,"$15,874.45",no,1407,No,1228918,2,1
Operation,1942,17611926874041582,,,,,,"$6,777.54",no,1404,No,1217253,2,1
Operation,1942,17611926874041540,,,,,,"$10,108.43",no,1333,No,917908,2,1
Operation,1942,17611926874041538,,,,,,,no,1328,No,900869,2,1
Operation,1942,17611926874041544,,,,,,,no,1335,No,927726,2,1
Operation,1942,17611926874041440,,,,,,,no,1146,No,121055,2,1
Operation,1942,17611926874041542,,,,,,,no,1335,No,927591,2,1
Operation,1942,17611926874041532,,,,,,,no,1314,No,837221,2,1
Operation,1942,17611926874041536,,,,,,,no,1326,No,891048,2,1
Operation,1942,17611926874041534,,,,,,,no,1316,No,848244,2,1
Operation,1942,17611926874041556,,,,,,"$78,893.51",no,1370,No,1081780,2,1
Operation,1942,17611926874041554,,,,,,"$12,221.96",no,113,No,1059224,2,1
Operation,1942,17611926874041560,,,,,,"$8,926.98",no,1378,No,1110943,2,1
Operation,1942,17611926874041558,,,,,,"$12,738.77",no,1375,No,1100370,2,1
Operation,1942,17611926874041548,,,,,,"$9,890.16",no,1349,No,985768,2,1
Operation,1942,17611926874041546,,,,,,"$10,591.17",no,1340,No,946690,2,1
Operation,1942,17611926874041552,,,,,,"$28,475.13",no,1359,No,1024071,2,1
Operation,1942,17611926874041550,,,,,,"$9,889.37",no,1352,No,996187,2,1
Operation,1942,17611926874041637,,,,,,,no,1481,No,1544182,2,1
Operation,1942,17611926874041635,,,,,,,no,1481,No,1543911,2,1
Operation,1942,17611926874041629,,,,,,"$11,813.88",no,1470,No,1492945,2,1
Operation,1942,17611926874041627,,,,,,"$64,232.70",no,1468,No,1484446,2,1
Operation,1942,17611926874041633,,,,,,"$20,998.33",no,1472,No,1501315,2,1
Operation,1942,17611926874041631,,,,,,"$10,899.75",no,1471,No,1497048,2,1
Operation,1942,17611926874041650,"May 20, 1942","June 30, 1942",,,,,no,1492,No,1598364,2,1
Operation,1942,17611926874041654,,,,,,"$8,215.75",no,1500,No,1628821,2,1
Operation,1942,17611926874041642,"August 19, 1941","December 11, 1941","April 23, 1942","June 30, 1942",,,no,1481,No,1544987,2,1
Operation,1942,17611926874041604,,,,,,,no,1458,No,1443997,2,1
Operation,1942,17611926874041602,,,,,,"$4,492.05",no,1458,No,1443131,2,1
Operation,1942,17611926874041609,,,,,,"$1,888.66, 913",no,1458,No,1444621,2,1
Operation,1942,17611926874041606,,,,,,"$136,050.61",no,1458,No,1444201,2,1
Operation,1942,17611926874041596,,,,,,"$4,697.40",no,1423,No,1292845,2,1
Operation,1942,17611926874041594,,,,,,"$5,879.76",no,1421,No,1285153,2,1
Operation,1942,17611926874041600,,,,,,"$19,073.15",no,1446,No,1389219,2,1
Operation,1942,17611926874041598,,,,,,$144.24,no,1425,No,1300886,2,1
Operation,1942,17611926874041621,,,,,,"$38,833.98",no,1459,No,1446746,2,1
Operation,1942,17611926874041619,,,,,,"$2,118.09",no,1459,No,1446526,2,1
Operation,1942,17611926874041625,,,,,,"$47,207.18",no,1468,No,1484274,2,1
Operation,1942,17611926874041623,,,,,,,no,1459,No,1446969,2,1
Operation,1942,17611926874041613,,,,,,"$2,901.04",no,1459,No,1445907,2,1
Operation,1942,17611926874041611,,,,,,"$62,650.12",no,1459,No,1445773,2,1
Operation,1942,17611926874041617,,,,,,"$77,166.07",no,1459,No,1446300,2,1
Operation,1942,17611926874041615,,,,,,"$8,328",no,1459,No,1446142,2,1
Operation,1942,17611926874041957,,,,,,"$220,467.56",no,1920,No,3461760,2,1
Operation,1942,17611926874041955,,,,,,"$798,789.25",no,1920,No,3461107,2,1
Operation,1942,17611926874042051,,,,,,,no,1971,No,3738432,2,1
Operation,1942,17611926874041961,,,,,,"$730,775.37",no,1921,No,3462942,2,1
Operation,1942,17611926874042049,,,,,,,no,1971,No,3738096,2,1
Operation,1942,17611926874041959,,,,,,,no,1921,No,3462576,2,1
Operation,1942,17611926874041949,,,,,,"$21,003.37",no,1920,No,3460478,2,1
Operation,1942,17611926874041947,,,,,,"$365,119.65",no,1920,No,3460302,2,1
Operation,1942,17611926874041953,,,,,,"$145,543.44",no,1920,No,3460798,2,1
Operation,1942,17611926874042040,,,,,,,no,1969,No,3729179,2,1
Operation,1942,17611926874041951,,,,,,"$35,464.74",no,1920,No,3460651,2,1
Operation,1942,17611926874042071,,,,,,,no,1973,No,3743207,2,1
Operation,1942,17611926874041971,,,,,,"$1,142,805.70",no,1922,No,3466621,2,1
Operation,1942,17611926874041977,,,,,,"$322,146.31",no,1922,No,3467689,2,1
Operation,1942,17611926874041975,,,,,,"$3,520.24",no,1922,No,3467534,2,1
Operation,1942,17611926874041965,,,,,,"$2,060,950.65",no,1921,No,3464703,2,1
Operation,1942,17611926874041963,,,,,,"$141,047.55",no,1921,No,3463452,2,1
Operation,1942,17611926874041967,,,,,,"$592,478.40",no,1921,No,3465102,2,1
Operation,1942,17611926874042087,,,,,,,no,1973,No,3744143,2,1
Operation,1942,17611926874041925,,,,,,"$652,753.22",no,1805,No,2889957,2,1
Operation,1942,17611926874042085,,,,,,,no,1973,No,3744030,2,1
Operation,1942,17611926874041923,,,,,,"$1,112,724.31",no,1801,No,2872880,2,1
Operation,1942,17611926874042083,,,,,,,no,1973,No,3743943,2,1
Operation,1942,17611926874041929,,,,,,,no,1884,No,3298658,2,1
Operation,1942,17611926874042081,,,,,,,no,1973,No,3743673,2,1
Operation,1942,17611926874041927,October 1941,October 1941,,,,"$1,066.80",no,1821,No,2952747,2,1
Operation,1942,17611926874042079,,,,,,,no,1973,No,3743581,2,1
Operation,1942,17611926874041917,,,,,,"$71,372.13",no,1801,No,2872198,2,1
Operation,1942,17611926874042077,,,,,,,no,1973,No,3743497,2,1
Operation,1942,17611926874041915,,,,,,,no,1801,No,2872095,2,1
Operation,1942,17611926874042075,,,,,,,no,1973,No,3743405,2,1
Operation,1942,17611926874041921,,,,,,"$25,404.56",no,1801,No,2872418,2,1
Operation,1942,17611926874042073,,,,,,,no,1973,No,3743310,2,1
Operation,1942,17611926874041919,,,,,,,no,1801,No,2872316,2,1
Operation,1942,17611926874041941,,,,,,,no,1919,No,3455958,2,1
Operation,1942,17611926874041939,,,,,,,no,1918,No,3454120,2,1
Operation,1942,17611926874041945,,,,,,"$72,435.88",no,1920,No,3459763,2,1
Operation,1942,17611926874041943,,,,,,"$1,529,564.62",no,1920,No,3459285,2,1
Operation,1942,17611926874041933,,,,,,,no,1885,No,3300744,2,1
Operation,1942,17611926874041931,,,,,,"$38,760.83",no,1884,No,3299012,2,1
Operation,1942,17611926874041937,,,,,,,no,1918,No,3453921,2,1
Operation,1942,17611926874041935,,,,,,,no,1918,No,3453895,2,1
Operation,1942,17611926874041990,,,,,,,no,1939,No,3555899,2,1
Operation,1942,17611926874042021,,,,,,,no,,No,3617603,2,1
Operation,1942,17611926874041988,,,,,,,no,1934,No,3528725,2,1
Operation,1942,17611926874042019,,,,,,,no,,No,3616692,2,1
Operation,1942,17611926874041986,,,,,,,no,1934,No,3526524,2,1
Operation,1942,17611926874042025,,,,,,,no,1950,No,3640430,2,1
Operation,1942,17611926874041984,,,,,,,no,1934,No,3526060,2,1
Operation,1942,17611926874042023,,,,,,,no,,No,3628782,2,1
Operation,1942,17611926874041982,,,,,,,no,1931,No,3511559,2,1
Operation,1942,17611926874042013,,,,,,,no,,No,3569926,2,1
Operation,1942,17611926874041980,,,,,,,no,1930,No,3511377,2,1
Operation,1942,17611926874042011,,,,,,,no,,No,3569025,2,1
Operation,1942,17611926874042017,,,,,,,no,,No,3615738,2,1
Operation,1942,17611926874042015,,,,,,,no,,No,3569974,2,1
Operation,1942,17611926874042006,,,,,,,no,,No,3568411,2,1
Operation,1942,17611926874042037,,,,,,,no,1966,No,3718906,2,1
Operation,1942,17611926874042004,,,,,,,no,,No,3567928,2,1
Operation,1942,17611926874042035,,,,,,,no,1966,No,3718633,2,1
Operation,1942,17611926874042002,,,,,,,no,,No,3567789,2,1
Operation,1942,17611926874042041,,,,,,,no,1969,No,3730495,2,1
Operation,1942,17611926874042000,,,,,,,no,1939,No,3557964,2,1
Operation,1942,17611926874042039,,,,,,,no,1969,No,3729215,2,1
Operation,1942,17611926874041998,,,,,,,no,1939,No,3557584,2,1
Operation,1942,17611926874042029,,,,,,,no,1951,No,3647880,2,1
Operation,1942,17611926874041996,,,,,,,no,1939,No,3557399,2,1
Operation,1942,17611926874042027,,,,,,,no,1951,No,3647806,2,1
Operation,1942,17611926874041994,,,,,,,no,1939,No,3557145,2,1
Operation,1942,17611926874042033,,,,,,,no,1864,No,3710826,2,1
Operation,1942,17611926874041992,,,,,,,no,1939,No,3556121,2,1
Operation,1942,17611926874042031,,,,,,,no,1951,No,3648176,2,1
Operation,1942,17611926874041989,,,,,,,no,1939,No,3555919,2,1
Operation,1942,17611926874042020,,,,,,,no,,No,3616668,2,1
Operation,1942,17611926874041987,,,,,,,no,1934,No,3528796,2,1
Operation,1942,17611926874042018,,,,,,,no,,No,3615716,2,1
Operation,1942,17611926874041993,,,,,,,no,1939,No,3557165,2,1
Operation,1942,17611926874042016,,,,,,,no,,No,3569952,2,1
Operation,1942,17611926874041991,,,,,,,no,1939,No,3556047,2,1
Operation,1942,17611926874042014,,,,,,,no,,No,3569904,2,1
Operation,1942,17611926874041981,,,,,,,no,1931,No,3511664,2,1
Operation,1942,17611926874042012,,,,,,,no,,No,3569003,2,1
Operation,1942,17611926874041979,,,,,,,no,1930,No,3511414,2,1
Operation,1942,17611926874042010,,,,,,,no,,No,3568930,2,1
Operation,1942,17611926874041985,,,,,,,no,1934,No,3526547,2,1
Operation,1942,17611926874042008,,,,,,,no,,No,3568483,2,1
Operation,1942,17611926874041983,,,,,,,no,1934,No,3526084,2,1
Operation,1942,17611926874042038,,,,,,,no,1966,No,3718867,2,1
Operation,1942,17611926874042005,,,,,,,no,,No,3568433,2,1
Operation,1942,17611926874042003,,,,,,,no,,No,3567950,2,1
Operation,1942,17611926874042009,,,,,,,no,,No,3568950,2,1
Operation,1942,17611926874042032,,,,,,,no,1951,No,3648144,2,1
Operation,1942,17611926874042007,,,,,,,no,,No,3568505,2,1
Operation,1942,17611926874042030,,,,,,,no,1951,No,3647857,2,1
Operation,1942,17611926874041997,,,,,,,no,1939,No,3557606,2,1
Operation,1942,17611926874042028,,,,,,,no,1951,No,3647766,2,1
Operation,1942,17611926874041995,,,,,,,no,1939,No,3557418,2,1
Operation,1942,17611926874042026,,,,,,,no,1950,No,3640410,2,1
Operation,1942,17611926874042001,,,,,,,no,,No,3567811,2,1
Operation,1942,17611926874042024,,,,,,,no,,No,3628763,2,1
Operation,1942,17611926874041999,,,,,,,no,1939,No,3557986,2,1
Operation,1942,17611926874041829,,,,,,"$41,389.25",no,1686,No,2395388,2,1
Operation,1942,17611926874041827,,,,,,"$294,880.38",no,1686,No,2395318,2,1
Operation,1942,17611926874041832,,,,,,"$415,916.92",no,1690,No,2411143,2,1
Operation,1942,17611926874041820,,,,,,"$2,689.86",no,1677,No,2349127,2,1
Operation,1942,17611926874041818,,,,,,"$2,000",no,1677,No,2348933,2,1
Operation,1942,17611926874041824,,,,,,"$281,549.12",no,1684,No,2385624,2,1
Operation,1942,17611926874041822,,,,,,"$1,427.39",no,1684,No,2385337,2,1
Operation,1942,17611926874041845,,,,,,"$396,608.58",no,1700,No,2450421,2,1
Operation,1942,17611926874041843,,,,,,"$93,897.91",no,1698,No,2442250,2,1
Operation,1942,17611926874041848,,,,,,"$497,169.74",no,1707,No,2479639,2,1
Operation,1942,17611926874041837,,,,,,"$22,743.70",no,1692,No,2419333,2,1
Operation,1942,17611926874041835,,,,,,"$39,982.55",no,1690,No,2411206,2,1
Operation,1942,17611926874041841,,,,,,"$9,033.35",no,1696,No,2434334,2,1
Operation,1942,17611926874041839,,,,,,"$8,480.46",no,1694,No,2427795,2,1
Operation,1942,17611926874041796,,,,,,"$133,017.12",no,1654,No,2261463,2,1
Operation,1942,17611926874041794,,,,,,,no,1646,No,2221579,2,1
Operation,1942,17611926874041800,,,,,,"$31,095.27",no,1655,No,2261910,2,1
Operation,1942,17611926874041798,,,,,,"$1,708.14",no,1655,No,2261813,2,1
Operation,1942,17611926874041787,,,,,,,no,1645,No,2214442,2,1
Operation,1942,17611926874041792,,,,,,,no,1646,No,2221406,2,1
Operation,1942,17611926874041790,,,,,,,no,1645,No,2214549,2,1
Operation,1942,17611926874041812,,,,,,"$1,564.62",no,1676,No,2347814,2,1
Operation,1942,17611926874041810,,,,,,"$15,150.69",no,1672,No,2330824,2,1
Operation,1942,17611926874041816,,,,,,"$2,846.68",no,1677,No,2348608,2,1
Operation,1942,17611926874041814,,,,,,"$2,000",no,1677,No,2348390,2,1
Operation,1942,17611926874041804,,,,,,"$114,636.62",no,1662,No,2292503,2,1
Operation,1942,17611926874041802,,,,,,"$8,526.91",no,1662,No,2292312,2,1
Operation,1942,17611926874041808,,,,,,"$8,840.40",no,1668,No,2314824,2,1
Operation,1942,17611926874041806,,,,,,"$56,473.56",no,1662,No,2293081,2,1
Operation,1942,17611926874041893,,,,,,,no,1768,No,2725514,2,1
Operation,1942,17611926874042117,,,,,,,no,2012,No,3965907,2,1
Operation,1942,17611926874041891,,1941,,,,,no,1768,No,2721457,2,1
Operation,1942,17611926874041897,,1941,,,,,no,1770,No,2731850,2,1
Operation,1942,17611926874041895,,,,,,,no,1768,No,2725935,2,1
Operation,1942,17611926874042111,,,,,,,no,1998,No,3912186,2,1
Operation,1942,17611926874041885,,,,,,,no,1767,No,2717253,2,1
Operation,1942,17611926874041883,,,,,,"$147,710.37",no,1764,No,2703952,2,1
Operation,1942,17611926874041889,,,,,,,no,1767,No,2717662,2,1
Operation,1942,17611926874041887,,1941,,,,,no,1767,No,2717616,2,1
Operation,1942,17611926874041909,,,,,,,no,1781,No,2777813,2,1
Operation,1942,17611926874041907,,,,,,,no,1776,No,2755587,2,1
Operation,1942,17611926874041913,August 1942,August 1942,,,,,no,1792,No,2825699,2,1
Operation,1942,17611926874041911,,,,,,,no,1781,No,2778631,2,1
Operation,1942,17611926874041901,,1941,,,,,no,,No,2735513,2,1
Operation,1942,17611926874041899,,,,,,,no,1770,No,2731989,2,1
Operation,1942,17611926874041905,,,,,,"$22,896.61",no,1774,No,2745187,2,1
Operation,1942,17611926874041903,,,,,,,no,1772,No,2739072,2,1
Operation,1942,17611926874041860,,,,,,,no,1734,No,2586439,2,1
Operation,1942,17611926874041858,,,,,,"$31,396.75",no,1722,No,2536163,2,1
Operation,1942,17611926874041865,,,,,,"$73,245.42",no,1740,No,2610809,2,1
Operation,1942,17611926874041862,,,,,,,no,1737,No,2598984,2,1
Operation,1942,17611926874041852,,,,,,,no,1716,No,2512572,2,1
Operation,1942,17611926874041850,,,,,,"$5,995.17",no,1710,No,2491170,2,1
Operation,1942,17611926874041856,,,,,,"$137,395.31",no,1722,No,2535798,2,1
Operation,1942,17611926874041854,,,,,,,no,1716,No,2512649,2,1
Operation,1942,17611926874041877,,1941,,,,,no,1763,No,2698963,2,1
Operation,1942,17611926874041875,,,,,,"$1,712.67",no,1762,No,2698589,2,1
Operation,1942,17611926874041881,,,,,,"$14,447.96",no,1764,No,2703855,2,1
Operation,1942,17611926874041879,,,,,,,no,1764,No,2703630,2,1
Operation,1942,17611926874041869,,,,,,,no,1759,No,2684303,2,1
Operation,1942,17611926874041867,,,,,,"$5,000.",no,1747,No,2636758,2,1
Operation,1942,17611926874041873,,1941,,,,,no,1762,No,2694697,2,1
Operation,1942,17611926874041871,,,,,,"$6,812.87",no,1762,No,2694445,2,1
Operation,1942,17611926874041795,,,,,,,no,1646,No,2221549,2,1
Operation,1942,17611926874041788,,,,,,,no,1645,No,2214372,2,1
Operation,1942,17611926874041789,,,,,,,no,1645,No,2214405,2,1
Operation,1942,17611926874041786,,,,,,,no,1645,No,2214307,2,1
Operation,1942,17611926874041828,,,,,,,no,1686,No,2395281,2,1
Operation,1942,17611926874041826,,,,,,,no,1684,No,2385552,2,1
Operation,1942,17611926874041825,,,,,,,no,1684,No,2385579,2,1
Operation,1942,17611926874041846,,,,,,,no,1700,No,2450385,2,1
Operation,1942,17611926874041847,,,,,,,no,1700,No,2450360,2,1
Operation,1942,17611926874041834,,,,,,,no,1690,No,2411078,2,1
Operation,1942,17611926874041833,,,,,,,no,1690,No,2411106,2,1
Operation,1942,17611926874041730,,,,,,,no,1592,No,1994545,2,1
Operation,1942,17611926874041727,,,,,,,no,1591,No,1993906,2,1
Operation,1942,17611926874041782,,,,,,,no,,No,2208608,2,1
Operation,1942,17611926874041926,,,,,,,no,1805,No,2889929,2,1
Operation,1942,17611926874042084,,,,,,,no,1973,No,3744065,2,1
Operation,1942,17611926874041924,,,,,,,no,1801,No,2872849,2,1
Operation,1942,17611926874042082,,,,,,,no,1973,No,3743979,2,1
Operation,1942,17611926874042088,,,,,,,no,1974,No,3748864,2,1
Operation,1942,17611926874042086,,,,,,,no,1973,No,3744174,2,1
Operation,1942,17611926874042076,,,,,,,no,1973,No,3743546,2,1
